序号 题目 答案
646 斯内普的守护神咒和谁的一样？ 莉莉伊万斯 
647 斯内普告诉哈利什么药材可以解毒？ 粪石 
648 斯内普和谁立下了牢不可破的誓言？ 纳西莎马尔福 
649 斯内普教授的守护神是什么形态？ 牝鹿 
650 斯内普教授心中最重要的人是谁？ 莉莉伊万斯 
651 斯内普教授最想教授什么课程？ 黑魔法防御课 
652 斯普劳特教授是哪个学院的院长？ 赫奇帕奇 
653 斯普劳特教授用成熟的什么救了密室中被蛇怪石化的学生们和洛丽丝夫人？ 曼德拉草 
654 斯普劳特教授在霍格沃茨教授哪门课程？ 草药课
655 死亡三圣器的传说来自于什么故事？ 三兄弟的传说 
656 汤姆里德尔在孤儿院时把谁的兔子吊在了天花板上？ 比利斯塔布斯 
657 桃金娘是被谁杀死的？ 伏地魔蛇怪
658 桃金娘因什么生物而死？ 蛇怪
659 特里劳妮教授在哈利的茶杯垫见到了什么？ 黑狗 
660 特里劳妮教授在霍格沃茨教授什么课程？ 占卜课 
661 听说卢娜洛夫古德女士总穿着鞋睡觉，大家知道为什么吗？ 她会梦游 
662 通过魔法石的关卡中，巫师棋这一关是谁设置的？ 麦格教授 
663 弯角鼾兽可以在哪里被发现？ 瑞典 
665 维克多教授在霍格沃茨教哪一门课程？ 算数占卜 
666 为了和哈利一起去寻找魂器，罗恩改造了什么生物来扮演像得了散花痘的自己？ 食尸鬼 
667 为了转移哈利波特，凤凰社的成员们使用了哪种魔药？ 复方汤剂 
668 为什么霍格沃茨有些学生没有因为蛇怪而亡，只是被石化了？ 间接看到的蛇怪 
669 为什么一年级后的那个暑假哈利没有收到一封信？ 多比拦截了信件 
670 为什么最初学生们怀疑哈利是斯莱特林的后代？ 他会说蛇佬腔 
671 韦斯莱夫人从没觉得谁会死去？ 弗雷德 
672 韦斯莱家兄弟排名第五的是谁？ 乔治韦斯莱
673 韦斯莱魔法把戏坊在对角巷第几号？ 93号 
674 韦斯莱魔法把戏坊最大的投资者是谁？ 哈利波特 
675 韦斯莱双胞胎在谁的办公室抽屉发现了活点地图？ 阿格斯费尔奇 
676 韦斯莱速效逃课糖会让食用者怎么样？ 看上去生病了 
677 韦斯莱太太曾给哈利织过什么颜色的毛衣？ 蓝色 
678 韦斯莱兄弟准备怎么跨过火焰杯的年龄线？ 使用增龄剂 
679 韦斯莱一家去德斯礼家接哈利看世界杯赛时使用了什么移动方式？ 飞路网 
680 乌姆里奇的黑魔法防御课使用的课本是什么？ 魔法防御理论 
681 巫师卡中卑鄙的海尔波培育出了什么神奇生物？ 蛇怪 
682 乌头又被称为舟形乌头和什么？ 狼毒乌头 
683 西弗勒斯斯内普担任校长的时候，斯莱特林的院长是谁？ 霍拉斯斯拉格霍恩 
684 西弗勒斯斯内普的母亲是哪位家族的后代？ 普林斯家族 
685 西弗勒斯斯内普教授的母亲叫什么？ 艾琳普林斯 
686 西弗勒斯斯内普少年时代曾被自己发明哪种咒语所捉弄？ 倒挂金钟 
687 西弗勒斯斯内普死后的下一任魔药学教授是？ 霍拉斯斯拉格霍恩 
688 西弗勒斯斯内普误伤乔治韦斯莱的神锋无影其实是为了保护谁？ 莱姆斯卢平 
689 西弗勒斯斯内普学生时代被起什么外号？ 鼻涕精 
690 西弗勒斯斯内普幼时的家在哪条街上？ 蜘蛛尾巷 
691 西弗勒斯斯内普在旧高级魔药制作课本里曾署名什么？ 混血王子 
692 西弗勒斯斯内普最后死于哪里？ 尖叫棚屋 
693 喜欢读杂志的同学，有人知道哈利的表哥叫什么名字吗？ 达力 
694 西莫斐尼甘的守护神是什么？ 狐狸 
695 下列哪本书是魔法界的著名漫画？ 疯麻瓜马丁米格斯历险记 
696 下列哪个房间不属于英国魔法部神秘事务司？ 憎恨厅 
697 下列哪个家族不住在奥特里圣卡奇波尔村附近？ 隆巴顿家 
698 下列哪个人不是拉文克劳学院的学生？ 金妮韦斯莱 
699 下列哪一个不属于神圣二十八族纯血家族联盟？ 格兰杰 
700 下列哪一个词不适合描述海格的狗——牙牙？ 勇敢 
701 下列哪一家店没有开在对角巷？ 三把扫帚酒吧 
702 下列哪一位不是霍格沃茨的创始人？ 海莲娜拉文克劳 
703 下列哪一种不是常见的坩锅材料？ 镍 
704 下列哪一种不属于巫师钱币？ 多布隆 
705 下列哪一种甜点会把舌头烧出一个洞？ 酸味爆爆糖 
706 下列哪种魔法界出版物中谈及过弯角鼾兽？ 唱唱反调 
707 下列哪种神奇生物生性高傲，被有礼貌地对待才不会生气？ 鹰头马身有翼兽 
708 下列哪种生物不是龙？ 芬兰喷火兽 
709 下列哪种生物不住在黑湖种？ 尼斯湖水怪 
710 下列哪种生物主动要求被视作野兽？ 马人 
711 下列人物中，谁曾担任过霍格沃茨麻瓜研究的老师？ 阿莱克托卡罗 
712 下列人物中，谁头发会随着心情变色？ 尼法朵拉唐克斯 
713 下列人物中哪一个不是活点地图的制作者？ 亚瑟韦斯莱 
714 下列人物中谁不是哈利波特的同学？ 芙蓉德拉库尔 
715 下列四人中，谁是在魔法部登记的合法阿尼马格斯？ 米勒娃麦格 
716 下列四人中谁曾试图对哈利使用爱情魔药？ 罗米达万尼 
717 下列物品中哪一个不是韦斯莱魔法把戏坊的产品？ 伸缩眼
718 下列物品中哪一个不属于魁地奇装备？ 守门员的篮筐 
719 韦斯莱魔法把戏坊买不到以下哪个产品？ 酸味爆爆糖 
720 下列选项中，最爱捣蛋的是谁？ 皮皮鬼 
721 下列选项中哪个不是伏地魔的魂器？ 老魔杖 
722 下列选项中哪一个不属于巨怪类型？ 桥 
723 下列选项中谁不是活点地图的创造者？ 疯眼 
724 下列与小天狼星布莱克无血缘关系的是？ 罗道夫斯莱斯特兰奇 
725 下列咒语哪个不属于不可饶恕咒？ 遗忘咒一忘皆空 
726 下面哪一项是阿不思邓布利多的著名学术成就？ 发现龙血的十二种用途 
727 现存最强劲的爱情魔药是什么？ 迷情剂 
729 想要进入拉文克劳公共休息室，你需要先做什么？ 解出谜语 
730 想要进入魔法部，需要在伦敦红色电话亭中拨打的号码是多少？ 62442 
731 小矮星彼得变成过什么动物？ 老鼠 
733 小巴蒂克劳奇的标志性动作是什么？ 吐舌头 
734 小天狼星布莱克的家族座右铭？ 永远纯洁 
735 小天狼星布莱克的外号有人知道吗？ 大脚板 
736 小天狼星布莱克的祖宅位置在哪里？ 格里莫广场12号 
737 小天狼星布莱克来自哪个学院？ 格兰芬多 
738 小天狼星布莱克骑着什么动物逃离了抓捕？ 鹰头马身有翼兽 
739 小天狼星布莱克是从什么地方知道小矮星彼得的行踪？ 预言家日报 
740 小天狼星布莱克在魔法部哪个部门的战役中被贝拉特里克斯莱斯特兰奇杀死？ 神秘事务司 
741 小天狼星在谁的帮助下进入了格兰芬多塔楼？ 克鲁克山 
742 校医院的庞弗雷女士曾使用什么药水治疗被石化的学生？ 曼德拉草复活药剂 
743 谢诺菲留斯洛夫古德认为比利威格虫的翅膀能引发什么？ 寻导入高级思维状态 
744 谢诺菲留斯洛夫古德认为飞艇李可以加强人对什么什么东西的感知能力？ 异常事物 
745 血人巴罗杀害了谁？ 海莲娜拉文克劳 
746 辛尼斯塔教授在霍格沃茨教哪一门课程？ 天文学 
747 学期结束时，学院分最高的学院会赢得什么荣誉？ 学院杯 
748 学生们在课上被毒触手攻击可以做什么？ 大声念咒
749 学生时期，赫敏增用万弹齐发攻击过罗恩，你们知道为什么吗？ 他亲了拉文德布朗 
750 学生时期的伏地魔汤姆里德尔被分到哪个学院？ 斯莱特林 
751 学生时期的鲁伯海格在地牢养大了一只八眼巨蛛，它的名字叫？ 阿拉戈克 
752 学生时期哈利的职业规划是什么？ 傲罗 
753 学生时期西莫斐尼甘的博格特形态是什么？ 女鬼 
754 学院幽灵差点没头的尼克的本名叫什么？ 尼古拉斯德敏西波平顿 
755 学院幽灵中是谁一直反对将皮皮鬼赶出霍格沃茨？ 胖修士 
756 训练邓布利多军成员时，哈利说哪个咒语是巫师的必备咒语？ 香昏迷咒
757 亚瑟韦斯莱在遭到纳吉尼攻击后被送去了哪里？ 圣芒戈魔法伤病医院 
758 研究神奇动物的巫师叫什么？ 神奇动物学家 
759 一次阿兹卡班越狱事件中，谁吓得胖夫人逃出了画框？ 小天狼星布莱克 
760 一次魁地奇比赛中，哈利波特骨折后谁给他使用了生骨灵？ 庞弗雷女士 
761 一段往事，谁杀了格雷女士？ 血人巴罗 
762 一个有趣的问题，先有火焰，还是先有凤凰？ 循环往复，没有起点 
763 一件趣事，学生时期隆巴顿教授博格特形态是什么？ 斯内普教授 
764 一年级时，赫敏格兰杰装在瓶子里的火焰是什么颜色的？ 蓝色 
765 以前英国魔法部部门间使用的通讯工具是什么？ 猫头鹰 
766 一群护树罗锅被叫作什么？ 一个分支 
767 以下哪本书不是吉德罗洛哈特要求的教科书？ 与无脸妖同船旅行 
768 以下哪个不是阿不思邓布利多曾用过的办公室口令？ 南瓜汁 
769 以下哪个头衔或身份不曾被哈利波特拥有过？ 财务总管 
770 以下哪一本书是哈利波特一年级书单没有的？ 基础魔药学 
771 以下哪一个学生跟哈利不是同级？ 科林克里维 
772 以下哪一位能和哈利波特一样看到夜骐呢？ 卢娜洛夫古德 
773 以下哪一位是罗恩韦斯莱在四年级时圣诞舞会上的舞伴？ 帕德玛佩蒂尔 
774 以下哪种材料可以治疗顽固性粉刺？ 巴波块茎的脓水 
775 以下哪种动物是地精的天敌？ 土扒貂 
776 以下哪种是狐媚子灭迹中的成分？ 斑地芒 
777 以下人物中哪一位不是阿尼马格斯？ 纳吉尼 
778 以下谁和鲁伯海格一样是一位混血巨人？ 马克西姆夫人 
779 以下谁是默然者？ 克莱登斯巴瑞波恩 
780 以下四个人物谁不是阿尼马格斯？ 纳西莎马尔福 
781 以下四人谁没有参加过三强争霸赛？ 弗雷德 
782 因弗农姨夫出言不逊，海格让达利长出来什么尾巴？ 猪尾巴 
783 隐匿怪是隐形兽与谁结合的后代？ 食尸鬼 
784 英国魔法部的来宾入口是什么建筑物？ 电话亭 
785 英国魔法部高级法院的组织名称叫什么？ 威森加摩 
786 英国魔法部魔法兄弟喷泉中不包括下列哪种生物？ 狐媚子 
787 英国魔法部使用什么方式取代了猫头鹰传递信息？ 纸飞机 
788 鹰头马身有翼兽巴克比克回到霍格沃茨后，海格给他取了一个新名字，是什么？ 威瑟温斯
789 用来学院记分的沙漏里面装的是什么？ 宝石 
790 诱饵炸弹有什么用？ 吸引火力 
791 有几个人曾是伏地魔认为的天选之子？ 2 
792 有了解赫敏格兰杰的同学吗考考你，她的猫叫什么？ 克鲁克山
793 幽灵血人巴罗喜欢的女孩是谁？ 海莲娜拉文克劳 
794 由哪一种杖芯制成的魔杖很难驾驭但是却很适合用于变形？ 雷鸟的尾羽 
795 有求必应屋附近的挂毯上巨怪穿着什么？ 芭蕾舞裙 
796 有求必应屋在城堡的几楼？ 8楼 
797 有人好奇卢平教授的博格特形态是什么吗？ 满月 
798 有人认识格洛普吗？他是谁？ 海格同母异父的弟弟 
799 有人知道，罗恩韦斯莱的父亲亚瑟韦斯莱在哪里工作吗？ 魔法部 
800 有人知道赫敏父母的职业是什么吗？ 牙医 
801 有人知道是什么让纳吉尼变成一条蛇吗？ 血咒 
802 有人知道是谁让莱姆斯卢平成为了狼人吗？ 芬里尔格雷贝克 
803 有人知道是谁杀了家养小精灵多比吗？ 贝拉特里克斯莱斯特兰奇 
804 有什么似乎是无辜的麻瓜物品掩盖了来访者进入魔法部的入口？ 电话亭 
805 有谁还记得伏地魔学生时期的名字？ 汤姆里德尔 
806 有谁记得，邓布利多教授的前一任校长姓名？ 阿芒多迪佩特 
807 有谁了解多比？他属于什么物种？ 家养小精灵
808 有谁知道，阿不思邓布利多的妹妹是谁？ 阿利安娜 
809 有谁知道，恶尔精喜欢吃什么？ 小孩 
810 有谁知道，哈利波特的中间名是什么？ 詹姆 
811 有谁知道，哈利在哪里购买了课本？ 丽痕书店 
812 有谁知道，海格养育的小龙叫什么名字？ 诺伯 
813 有谁知道，斯内普教授曾是哪个学院的院长？ 斯莱特林 
814 有谁知道，为什么血人巴罗总戴着锁链吗？ 内心忏悔 
815 有谁知道哈利波特的教父是谁？ 小天狼星布莱克 
816 有谁知道血人巴罗是怎么死的？ 自杀 
817 有同学知道伏地魔的母亲叫什么名字吗？ 梅洛普 
818 与哈利波特交好的韦斯莱一家曾居住的房子叫什么？ 陋居 
819 与蛇怪的眼睛对视会发生什么？ 死亡 
820 预言家日报的主编叫什么？ 巴拿巴斯古费 
821 在比尔和芙蓉的婚礼上，是谁因为卢娜父亲的项链而感到不悦？ 威克多尔克鲁姆 
822 在德拉科马尔福的帮助下，食死徒通过什么进入了霍格沃茨？ 消失柜 
823 在邓布利多年轻时，曾不幸吃到哪个味道的比比多味豆？ 呕吐物味 
824 在反抗调查官乌姆里奇过程中，韦斯莱双子是在什么考试中放的烟花？ 魔咒理论考试 
825 在古灵阁中，哪种物品被用于控制守护重要金库的龙？ 丁当片 
826 在国王十字街前往霍格沃茨的火车是几点发车？ 十一点 
827 在哈利波特三年级时，格兰芬多塔的入口画像换成了谁？ 卡多根爵士 
828 在哈利波特上学时期，当密室被打开时，第一位被袭击的学生是谁？ 科林克里维 
829 在哈利的逃亡期间，他收听了一个广播电台是什么？ 波特瞭望站 
830 在霍格沃茨，学生能够接受的普通巫师等级考试的科目最多是？ 12科 
831 在霍格沃茨，由什么来决定新生的学院？ 分院帽 
832 在霍格沃茨举办的三强争霸赛第二个项目中，哪个咒语被两位选手同时使用，用以完成比赛？ 泡头咒 
833 在霍格沃茨中，成绩等级为A代表什么？ 及格 
834 在教黑魔法防御课之前，奇洛教授教什么课？ 麻瓜研究 
835 在魁地奇比赛中，找球手抓住金色飞贼，给多少分？ 150
836 在魁地奇世界杯种威克多尔克鲁姆抓住金色飞贼的战术是什么？ 朗斯基假动作 
837 在鲁伯海格之前的保护神奇动物课教授是谁？ 凯特尔伯恩教授 
838 在马尔福庄园，贝拉特里克斯莱斯特兰奇在赫敏格兰杰的手臂上写了什么？ 泥巴种 
839 在密室，谁治好了哈利被蛇怪咬伤的胳膊？ 福克斯 
840 在密室中，凤凰的眼泪解了哪种生物的毒？ 蛇怪的毒液 
841 在密室中，是谁把格兰芬多宝剑给哈利的？ 凤凰福克斯 
842 在密室中凤凰福克斯给哈利波特带来了什么？ 分院帽 
843 在魔法火焰的灰烬中可以找到什么生物？ 火灰蛇 
844 在那个糟糕的学年里，乌姆里奇代理校长是如何离开霍格沃茨的？ 被皮皮鬼赶出学校 
845 在七个波特之战中哈利波特由于施展了什么咒语而被认出？ 缴械咒 
846 在三强争霸赛举办那年的魁地奇世界杯的获胜队伍是？ 爱尔兰队 
847 在三强争霸赛时，塞德里克迪戈里告诉了哈利波特什么的线索？ 金蛋 
848 在三强争霸赛中，哈利从黑湖里救出了谁？ 罗恩和加布丽德拉库尔 
849 在三强争霸赛中，是谁告诉了塞德里克迪戈里如何开启金蛋？ 小巴蒂克劳奇 
850 在三强争霸赛中，谁没有成功救下水下的人质？ 芙蓉德拉库尔 
851 在使用者忘记了一些事情的时候记忆球会变成什么颜色？ 红色 
852 在通往魔法石的关卡中，是谁施法设置了一关变形后的巨大棋盘？ 米勒娃麦格 
853 在巫师棋对决中，罗恩韦斯莱被哪种棋子击中了？ 皇后 
854 在巫师世界，龙属于高危险性魔法生物，鲁伯海格得到火龙蛋的方式是？ 酒馆赢得的 
856 在与伏地魔的战斗中，是谁的妈妈协助哈利波特制造了假死的假象，骗过了所有人？ 德拉科马尔福 
857 在与伏地魔的最后决战中，谁面对伏地魔时谎称哈利波特死了？ 纳西莎马尔福 
858 在最后的大战中，谁去密室拿了蛇怪的牙齿？ 赫敏和罗恩 
859 在座有魁地奇爱好者吗考考你，哈利的第一把扫帚是什么型号？ 光轮2000 
860 炸尾螺是火螃蟹和什么生物的杂交后代？ 人头狮身蝎尾兽 
861 占卜课课本是下列中哪一本？ 拨开迷雾看未来 
862 占卜者温德林因为喜欢被火焰焚烧一共故意被逮捕了多少次？ 47次 
863 照妖镜的作用？ 显示你的敌人正在逼近 
864 直到20世纪30年代仍是真正纯血统的英国巫师家族有几个？ 28 
865 知名的魁地奇世界杯选手维克多克鲁姆是哪个国家代表队的？ 保加利亚队 
866 众所周知，皮皮鬼最怕哪个幽灵？ 血人巴罗 
867 最初和最终，哈利乘坐什么交通工具来到及离开女贞路4号的？ 小天狼星布莱克的摩托车 
868 最后大决战中，哈利波特在哪里陷入假死？ 禁林 
869 最后一个被摧毁的魂器是什么？ 纳吉尼 
870 最终，邓布利多教授被杀害的地方是哪里？ 天文塔
871 魔法石所在的金库是几号？ 713号 
872 莉莉伊万斯的守护神和以下谁的一样？ 西弗勒斯斯内普 
873 谁终结了邓布利多教授的生命？ 斯内普教授 
874 在火车上，罗恩告诉哈利他差不多有多少张巧克力蛙画片了？ 大约五百张 
875 纽特撰写的神奇动物在哪里由哪个出版社出版？ 默默然出版社 
876 如何进入魔法部？ 把自己从马桶里冲走 
877 促使哈利，罗恩和赫敏成为好友的事件是？ 万圣节巨怪事件 
878 麦格教授丈夫的名字是什么？ 埃尔芬斯通厄克特 
879 金妮韦斯莱的守护神是什么动物？ 马 
881 在洛夫古德家中被食死徒追杀时，赫敏对谢诺菲留斯实施了什么咒语？ 一忘皆空 
882 最初是谁发现了哈利波特是一名天生的魁地奇选手？ 米勒娃麦格 
883 老魔杖倒数第二个主人是谁？ 德拉科马尔福 
884 快乐咒是哈利在几年级学到的？ 三年级 
885 哈利波特的小儿子阿不思西弗勒斯波特被分到了哪个学院？ 斯莱特林 
886 按住打人柳的什么部位，它会静止不动？ 树干上的结疤
887 哪个不是哈利波特在洛哈特教授课上被迫扮演的角色？ 一个家养小精灵 
889 纽特曾在什么地方发现神奇动物驺吾？ 马戏团 
890 吉德罗洛哈特教授的秘密抱负是什么？ 销售自己的美发产品 
891 一年级三人组前往保护魔法石时，是谁拦住了他们？ 纳威隆巴顿 
892 哈利第一次吃巧克力蛙时罗恩说他大约有多少张巧克力蛙卡片？ 500张 
893 三强争霸赛上，哈利波特在第二轮获得了第几名？ 2 
894 魔法石的制造者尼可勒梅就读于哪所魔法学校？ 布斯巴顿 
895 赫敏格兰杰三人第一次配置复方汤剂花了多长时间？ 一个月 
896 哈利波特第一次见到尼法朵拉唐克斯时，她的头发是什么颜色？ 紫罗兰色 
897 霍格沃兹通往霍格莫德村隐秘通道的口令是什么？ 左右分离 
898 德拉科马尔福的魔杖材质是什么？ 山楂木 
899 霍格沃兹主楼内会转动的楼梯是以下哪位学院创始人的杰作？ 罗伊纳拉文克劳 
900 斯内普的私人储藏室曾被闯入三次，请选出其中一次 小巴蒂克劳奇偷复方汤剂材料
901 哈利波特第一次来到古灵阁时，带领他们去金库的妖精是谁？ 拉环 
902 1918年，纽特斯卡曼德受哪家公司委托撰写了神奇动物在哪里？ 默默然图书公司 
903 哈利波特的伤疤在他身体的哪个部位？ 右额 
904 三强争霸赛第一关，谁给了哈利波特10分？ 卢多巴格曼 
905 石墩出动咒语的正确拼写是？ Piertotum Locomotor
906 是谁在湖边击退摄魂怪解救哈利波特？ 哈利波特 
907 卢娜洛夫古德的丈夫是谁？ 罗夫斯卡曼德 
908 哈利波特用什么摧毁了伏地魔的日记本？ 蛇怪的毒牙 
909 哈利将谁的袜子夹在书里被卢修斯马尔福送给了多比？ 哈利波特 
910 以下谁没有当过级长？ 哈利波特 
911 哈利波特第一次去海格家吃了什么？ 岩皮饼 
912 多洛雷斯乌姆里奇戴的吊坠盒上的被她称为？ 塞尔温家族 
913 哈利第一次去陋居，搭乘的是什么交通工具？ 施了魔法的汽车 
914 赫奇帕奇学院的谁被开除过？ 纽特斯卡曼德 
915 不可饶恕咒不包括以下哪一个咒语？ 一忘皆空 
916 韦斯莱先生对韦斯莱太太的爱称是什么？ 莫丽小颤
917 霍格沃兹史上最不受欢迎的校长是哪位？ 菲尼亚斯布莱克 
918 在1996年神秘事务司大战中，赫敏被哪个食死徒重伤并且差点死掉？ 安东宁多洛霍夫 
919 混血王子在他的魔药课本上曾提出瞌睡豆如何处理更容易出汁？ 用银短刀的侧面挤压 
920 随意敲击赫奇帕奇公共休息室门口的大桶会如何？ 被淋一身醋 
921 韦斯莱双胞胎用药水成功把名字放进火焰杯后发生了什么？ 他们变老了 
922 霍格莫德的创建者是谁？ 汉吉斯 
923 阿不思邓布利多在厄里斯魔镜中究竟看到了什么？ 年轻的格林德沃 
924 用干酪制作坩埚的巫师是谁？ 汉弗莱贝尔切 
925 哈利的孩子有几个？ 3
926 哈利波特在三强争霸赛带回了谁的尸体？ 塞德里克迪戈里 
927 哈利波特二年级时无法进入九又四分之三车站是因为谁？ 小精灵多比 
928 纽特斯卡曼德的那只护树罗锅叫什么名字？ 皮克特 
929 阿不思邓布利多对哈利波特说他在魔镜里看到了什么？ 羊毛袜 
930 去霍格莫德村有什么前提？ 有监护人许可 
931 邓布利多和格林德沃曾在哪里结下血盟？ 谷仓 
932 以下哪个不是伏地魔复活魔药所需要的药材？ 自身的毛发 
933 小天狼星布莱克在阿兹卡班监狱关了几年？ 12年 
934 米布米宝据推测产自哪里？ 亚述 
935 谁是第一个成功制作出魂器的巫师？ 卑鄙的海尔波 
936 小天狼星的母亲叫什么？ 沃尔布加布莱克 
937 以下哪种魔法生物被认为是虚构的？ 泡泡鼻涕怪 
938 邓布利多将什么遗赠给赫敏？ 诗翁彼豆故事集 
939 奥利凡德家族从什么时候开始制作魔杖？ 公元前382年 
940 试图和罗恩立牢不可破誓言，被打得左半拉屁股从此不一样的是谁？ 弗雷德 
941 多比没有用什么手段阻止哈利返校？ 囚禁哈利波特 
942 傲罗考试中，尼法朵拉唐克斯最擅长的是哪一项？ 隐藏和伪装 
943 小天狼星布莱克的魔杖是什么材质？ 橡树 
944 霍格沃茨校门口的两个石像是什么？ 带有翅膀的野猪 
945 霍格沃茨城堡有些楼梯每逢周几会通向不同的地方？ 周五 
946 以下哪种魔药材料是在月光下的禁林中才能采集到的？ 流液草 
947 雷古勒斯布莱克死后变成了什么？ 阴尸 
948 韦斯莱双胞胎的守护神是什么？ 喜鹊 
949 哈利波特被乌姆里奇惩罚抄写时用的墨水是？ 自己的血 
950 莫特拉鼠汁的主要用途是什么？ 治疗伤口 
951 小天狼星的魔杖是什么材质的？ 橡树 
952 韦斯莱家族中的双胞胎兄弟出生于哪个节日？ 愚人节 
953 历史上谁没有从阿兹卡班越狱过？ 伊戈尔卡卡洛夫 
954 下列哪个不是哈利波特在魔药课上闻迷情剂时闻到的味道？ 雨后的泥土 
955 哈利曾把什么道具放在了麻瓜出身登记委员会主任办公室门口引起了骚乱？ 诱饵炸弹
956 哈利和赫敏第一次穿梭时空在哪里？ 校医院 
957 谁在魔法部出口抓住了赫敏并进入了格里莫广场12号的门口？ 亚克斯利 
958 波特家族曾经的家族产业是什么？ 护发药水 
959 小矮星彼得缺少的是哪根指头？ 右手食指 
960 哈利波特四年级时进入校长室的口令是？ 蟑螂堆串 
961 家养小精灵多比所穿的衣服是？ 枕套 
962 德拉科马尔福在消失柜里藏过什么？ 小鸟 
963 邓布利多教授的鼻子看起来断了几次？ 至少两次 
964 德姆斯特朗的长袍颜色是什么？ 血红色 
965 在日本最受推崇的魔杖是由什么木材制成的？ 樱桃木 
966 霍格沃滋的幽灵教授宾斯教授是在哪里去世的？ 休息室的沙发上 
967 哈利曾在魔法部把诱饵炸弹放在哪了引起了骚乱？ 麻瓜出身登记委员会主任办公室 
968 赫敏提问密室时，宾斯教授在讲解哪年的国际巫师大会？ 一二八九年 
969 古灵阁地下瀑布有什么作用？ 洗去所有的魔咒和魔法伪装 
970 斯内普教授的第一节魔药课指导调制的药剂是？ 治疗疥疮 
971 斯内普教授曾经布置的关于狼人的论文有多长？ 至少两张羊皮纸 
972 哈利波特的室友西莫喜欢哪项运动？ 足球 
973 冈特的戒指是在哪被摧毁的？ 校长室 
974 哈利波特在四年级圣诞收到了教父小天狼星布莱克送的什么礼物？ 一把轻便的削笔刀 
975 哈利波特第一次喝福灵剂时喝了多少？ 一小口 
976 哈利吹飞姑妈离开家后在灌木丛里看到了什么？ 小天狼星 
977 卢娜洛夫古德的妈妈去世的原因是？ 做实验遇到了意外 
978 谁曾用西弗勒斯斯内普的魔咒倒挂金钟来对付他自己？ 詹姆斯波特 
979 罗恩在火车上第一次给哈利波特展示的咒语是？ 雏菊、甜奶油和阳光 
980 第一任英国魔法部部长是谁？ 尤里克甘普 
982 哈利波特第一次到女贞路和最后一次离开是乘搭什么交通工具？ 小天狼星布莱克的摩托车 
983 霍格沃茨的图书管理员叫什么？ 平斯夫人
